FECHA DE CREACION,AUTOR,TEXTO,ANÁLISIS DE SENTIMIENTOS,POSITIVOS,NEGATIVOS,NEUTROS
Fri May 22 08:40:50 +0000 2020,La Comuna en Movimiento Espana, LaComunaDenuncia La nefasta gestion de el manejo de la crisis economica y sanitaria del COVID 19 en Ecuador poniendola en como la peor gestion del mundo VraRocio 100precarla CompromisoRC EduFrancoLoor elreversoecu ,0,,,1
Fri May 22 08:30:09 +0000 2020,Philippe Vanhuynegem,Comparto el estudio actuarial de OIT sobre los efectos de COVID 19 en la sostenibilidad de las pensiones de invalidez vejez y muerte en Ecuador Entre otros la pandemia reducira de 7 a 10 anos las reservas en pensiones del IESS segun los escenarios ,1,1,,
Fri May 22 08:12:53 +0000 2020,MARCO ANT.  MARTINEZ, Falsas matematicas sobre el Covid 19 en Nicaragua via Juventud Presidente USA Mexico Guatemala ElSalvador Honduras Nicaragua CostaRica Cuba Panama Venezuela Colombia Chile Ecuador Brasil Bolivia Uruguay Argentina espana Alemania,-1,,1,
Fri May 22 07:53:44 +0000 2020,John P,Bueno ahora contare lo que pasa en mi pais Ecuador por cierto soy originario de la Capital Quito Pues para empezar la historia en el mes de febrero cuando todo esto del Covid 19 empezo en mi pais lo mejor que pudieron hacer fue simplemente ignorarlo Y ,-1,,1,
Fri May 22 07:37:19 +0000 2020,Janu Mont Per, R Dominicana ha sido lenta en aprobar uso de Ivermectina contra el COVID 19 pese a que ya paises como Bolivia Peru y Ecuador han dado aprobacion oficial a este tratamiento Dr Johnny Tavarez Capellan primer medico que comenzo a utilizarla IvanDuque,0,,,1
Fri May 22 07:37:00 +0000 2020,Pielwchy #QuedateEnCasa,La concejal Violeta Avila del Consejo Municipal de Manta fallecio por complicaciones de una afeccion respiratoria luego de dos meses de que negara en redes sociales la letalidad del coronavirus COVID 19 Ecuador ,-1,,1,
Fri May 22 05:49:22 +0000 2020,Jose Mantilla,DanielUrresti1 deberias leer este estudio realizado en Ecuador usando dioxido de cloro para curar el coronavirus Es hora de abrir los ojos Covid 19 Ensayo clinico preliminar en Ecuador de CDS Oral e intravenoso de la asociacion medica de AEMEMI ,0,,,1
Fri May 22 05:10:04 +0000 2020,Jose Mantilla,peru21noticias Lean lo que hacen en ecuador para curar el virus y despues dejen que los ninos sean ninos Hay cura pero el estado nos miente y no lo usa Covid 19 Ensayo clinico preliminar en Ecuador de CDS Oral e intravenoso de la asociacion medica de AEMEMI ,0,,,1
Fri May 22 04:50:13 +0000 2020,Datos Coronavirus,Los 10 paises con mas fallecidos por COVID19 en America 1 EE UU 96 354 2 Brasil 20 082 3 Mexico 6 510 4 Canada 6 152 5 Peru 3 148 6 Ecuador 2 939 7 Colombia 652 8 Chile 589 9 Rep Dominicana 448 10 Argentina 416 Covid 19 COVID19 COVID 19 COVID2019,-1,,1,
Fri May 22 04:41:18 +0000 2020,Datos Coronavirus,Los 10 paises con mas casos de COVID19 en America 1 EE UU 1 620 902 2 Brasil 310 921 3 Peru 108 769 4 Canada 82 750 5 Mexico 59 567 6 Chile 57 581 7 Ecuador 35 306 8 Colombia 18 330 9 Rep Dominicana 13 657 10 Panama 10 116 Covid 19 COVID19 COVID2019,-1,,1,
Fri May 22 04:39:07 +0000 2020,Medical Zirigoza Group, 35 306 casos de covid 19 en Ecuador hay 4 819 personas fallecidas en el contexto del coronavirus El Comercio Ecuador Medical GroupZirigoza,-1,,1,
Fri May 22 04:02:11 +0000 2020,Periodismo de Investigacion,Los insumos medicos chinos para enfrentar el covid 19 no solo llegan a Ecuador a traves de firmas orientales no faltan casos en los que se cobijan bajo la fachada de multinacionales de occidente ,0,,,1
Fri May 22 04:01:55 +0000 2020,ASOSANTANANORTE EL CAFETAL, Covid19 Muertos por Covid 19 en America EE UU 94 702 Brasil 20 047 Mexico 6 510 Canada 6 267 Peru 3 148 Ecuador 2 939 Colombia 652 Chile 589 Argentina 416 Cuba 80 Nicaragua 17 Venezuela 10 Belice 2,-1,,1,
Fri May 22 04:00:08 +0000 2020,EL PAIS America,Muertos por Covid 19 en America EE UU 94 702 Brasil 20 047 Mexico 6 510 Canada 6 267 Peru 3 148 Ecuador 2 939 Colombia 652 Chile 589 Argentina 416 Cuba 80 Nicaragua 17 Venezuela 10 Belice 2 HILO lilosiete ,-1,,1,
Fri May 22 03:57:14 +0000 2020,Aurelio Bujaldon, Si America del sur fuera una sola nacion y sus actuales paises las provincias al 21 mayo 2020 el escenario general de la situacion frente al CoVid 19 seria el siguiente Ecuador Peru Chile y Brasil son los paises mas impactados en ese orden por la pandemia ,-1,,1,
Fri May 22 03:48:43 +0000 2020,Mir,Eduardo Jurado forma parte del combo corrupto y cleptomano del gobierno de Lenin Moreno que ha destruido a Ecuador Ahora con sus negociados en obras donde asoman las cabezas de ottosonnenh y CarlosJulio JV BDEcuadorBP COVID19 Covid 19 CoronavirusEnEcuador coronavirus ,-1,,1,
Fri May 22 03:32:31 +0000 2020,Rafael de Hoyos,Una encuesta sugiere que la mayoria de los jovenes en educacion media en Ecuador estan dedicando una fraccion significativa del dia a tareas educativas ,1,1,,
Fri May 22 03:32:25 +0000 2020,Jorgecibia,Una mirada de nuestros vecinos y la evolucion del Covid 19 muchos casos y pocos test en la mayoria Fallecidos muchos en Brasil Peru y Ecuador luego viene Chile todos complicados con el aumento de casos ,0,,,1
Fri May 22 03:26:36 +0000 2020,LA VOZ DE DAULE, EN VIVO ATENTO ECUADOR LA COMUNIDAD WAORANI EN PELIGRO DE EXTINCION LOS ULTIMOS GUERREROS ESTAN CON COVID 19 La comunidad Waorani en peligro de extincion los ultimos guerreros Adultos Mayores estan con Covid 19 y eso preocupa a los habitantes de la comunidad ,-1,,1,
Fri May 22 03:21:41 +0000 2020,Info coronavirus mundo, 21May Covid 19 en America worldometers Fallecidos nuevos ultimo dia 1 EEUU 1 418 2 Brasil 1 188 3 Mexico 424 4 Peru 124 5 Canada 121 6 Ecuador 51 7 Chile 45 8 Colombia 22 9 Argentina 13 10 Honduras 4 11 Panama 4,-1,,1,
Fri May 22 03:06:00 +0000 2020,EDUCACION CONTINUA,Hacia donde va la cooperacion al desarrollo Como incide la pandemia del Covid 19 en la cooperacion hacia America Latina Ecuador y Guayas Inscripciones ,0,,,1
Fri May 22 03:04:47 +0000 2020,Info coronavirus mundo, 21May Covid 19 en America worldometers Personas fallecidas 1 EEUU 96 354 2 Brasil 20 082 3 Canada 6 152 4 Mexico 6 090 5 Peru 3 148 6 Ecuador 2 939 7 Colombia 652 8 Chile 589 9 Republica Dominicana 448 10 Argentina 416 11 Panama 291,-1,,1,
Fri May 22 02:53:30 +0000 2020,heraldo_fiable,COVID 19 pruebas realizadas por millon de habitantes 21 05 20 Argentina Bolivia Brasil Chile Colombia Costa Rica Cuba Ecuador Espana EEUU Mexico Paraguay Peru Uruguay Venezuela El regimen miente Venezuela no esta en la vanguardia en LA Vea nota en la grafica ,-1,,1,
Fri May 22 02:52:21 +0000 2020,Don Victor,Inmunologos japoneses observan que la tormenta de citoquinas puede provocar SDRA en pacientes con COVID 19 via infosalus com Israel EEUU Chile Argentina Colombia Panama Ecuador Espana CoronavirusEc Coronavirus,0,,,1
Fri May 22 02:47:44 +0000 2020,El Lesci,LA CURA DEL VIRUS QUE NO QUIEREN QUE VEAS Los primeros datos preliminares confirmados por acta notarial de mas de 100 Casos de Covid 19 recuperados con CDS Dioxido de Cloro Soluble por medicos de AEMEMI en Ecuador ,0,,,1
Fri May 22 02:41:34 +0000 2020,santidavid ,jrgallegosochoa sistema economico no es sinonimo de informalidad La informalidad en Colombia no es comparable a la que encuentras en Peru o en Ecuador Y a Colombia le esta yendo mucho mejor que el resto de vecinos Yo recomiendo este link para ver como va Latinoamerica ,-1,,1,
Fri May 22 02:41:28 +0000 2020,Victor Cabeza,niTanLob0 La comida y tambien la escases de agua Todo eso se pone bonito para el Covid 19 haga de las suyas en Venezuela Si el sistema de salud colapsa como Ecuador alli si estaremos grave y como vamos es destino en el proximo 20 dias,-1,,1,
Fri May 22 02:36:30 +0000 2020,Fmar. La Ex Viceministra ,URUGUAY Utilizara Una APP creada para saber si una persona se cruza con una persona portadora de CORONAVIRUS Y en Ecuador cuando La semana que viene y a traves de la app CoronavirusUY Uruguay comenzara a usar la tecnologia Como funciona ,0,,,1
Fri May 22 02:35:56 +0000 2020,Andres Uyaguari,El 2 de mayo exactamente me hice la prueba del Covid 19 y supuestamente el resultado seria en 15 dias Y hoy han pasado 19 dias y aun sigo en la espera Hasta cuando debo esperar senores Salud Ec INSPI ECUADOR DrJuanCZevallos A estas alturas me hubiese muerto ,-1,,1,
Fri May 22 02:34:00 +0000 2020,Sputnik Mundo, En Ecuador se detectan 452 nuevos casos de COVID 19 COVID2019 coronavirus QuedateEnCasa,-1,,1,
Fri May 22 02:21:06 +0000 2020,Oscar Miguel Chango, Mueren 8 presos por coronavirus en una carcel de Ecuador donde el 70 de los detenidos dio positivo a las pruebas Covid 19 ,1,1,,
Fri May 22 02:05:50 +0000 2020,Martin Fernandez,En Brasil se estan viendo las mismas imagenes que se ven en Ecuador Manana sera mucho peor La pregunta sigue siendo la misma Cuantas muertes mas se precisan para echar a este Psicopata ASESINO ,-1,,1,
Fri May 22 02:04:25 +0000 2020,Revista Vistazo, Como ha cambiado el coronavirus la produccion de las empresas en Ecuador ,0,,,1
Fri May 22 02:04:20 +0000 2020,Fernando Sandoya,La epidemia del COVID 19 pasara pero una veo que un problema grave para el Ecuador es el atraso tecnologico en la mayoria de paises hay politicas publicas para la transformacion digital aca nada,-1,,1,
Fri May 22 01:38:34 +0000 2020,#SoloAquiEcuador, ECUADOR La hija del presidente Lenin Moreno Irina Moreno Gonzalez que cumple funciones en Nueva York Estados Unidos no volvera a Ecuador como parte de la reestructuracion que se realiza en la Cancilleria frente a la crisis economica derivada del coronavirus COVID 19 ,0,,,1
Fri May 22 01:26:53 +0000 2020,Jorge Eduardo Rojas,Paises con mayor numero de muertos por COVID 19 en Latinoamerica 21 de mayo 1 Brasil 20 082 2 Mexico 6 510 3 Ecuador 4 819 4 Peru 3 148 5 Colombia 652 6 Chile 589 7 Republica Dominicana 441 8 Argentina 403 9 Panama 287 10 Bolivia 199,-1,,1,
Fri May 22 01:25:54 +0000 2020,GKecuador,El SNAI Ec confirmo que 420 presos de la carcel de Ambato tienen Covid 19 el 70 de la poblacion penitenciaria Segun la institucion los presos se encuentran estables cuales son las condiciones en las que viven las personas privadas de la libertad ,0,,,1
Fri May 22 01:18:41 +0000 2020,Radio Centro,fallecidas en el contexto del coronavirus Se registran 35 306 casos confirmados de covid 19 en Ecuador asi lo confirmo el Comite de Operaciones Especiales COE en su boletin 84 de este 21 de mayo 4 819 personas han fallecido en el pais en el contexto del coronavirus ,0,,,1
Fri May 22 01:11:12 +0000 2020,Aisha Villegas,En Ecuador 45 de cada 100 personas morian en casa antes de la pandemia actualmente son 95 de cada 100 personas las que mueren a causa de Covid 19 GuayaquilSinPazNiLuto,-1,,1,
Fri May 22 01:07:48 +0000 2020,Care Ecuador,Son muchos los desafios que Gob de Ecuador debe asumir para proteger a poblacion migrante y la que esta en mayor vulnerabilidad en el pais Conclusion Foro virtual Migracion venezolana y derechos humanos frente al COVID 19 TodoLasPersonas DialogoDiverso colibri andoEc ,0,,,1
Fri May 22 01:06:35 +0000 2020,Patricia Armijo,El EspecialUdlaChannel recoge los mas dolorosos testimonios de quienes perdieron a sus seres queridos a causa del Covid 19 Guayaquil es la ciudad mas afectada por el coronavirus en el Ecuador ,-1,,1,
Fri May 22 01:00:58 +0000 2020,Ernesto Quintero Gil,Acaso solo Peru DESCA CIDH CIDH salud cuando Ecuador publica cura de d 100 personas con NaClO2 en 4 dias y los paises aliados de IvanDuque salen a expiar culpas en TV TIENE MAS GARRA LOS FRIJOLES EN LA CARCEL COVID 19 COVID19 ASCOFAME ,-1,,1,
Fri May 22 00:58:00 +0000 2020,Sputnik Mundo, Indigenas de Ecuador confirman 83 casos de COVID 19 en nacionalidades amazonicas COVID2019 coronavirus QuedateEnCasa,-1,,1,
Fri May 22 00:50:10 +0000 2020,ChildFund Ecuador,Unete en esta emergencia por el Covid 19 FONAP QUITO de carchi care ecuador Fenpidec FociOrg CACTUec Plan Ecuador,0,,,1
Fri May 22 00:39:45 +0000 2020,Jorge Eduardo Rojas,Paises con mayor numero de COVID 19 en Latinoamerica 21 de mayo 1 Brasil 310 087 2 Peru 108 729 3 Mexico 56 594 4 Chile 57 581 5 Ecuador 40 154 6 Colombia 18 330 7 Republica Dominicana 13 657 8 Panama 10 116 9 Argentina 9 931 10 Bolivia 4 919,-1,,1,
Fri May 22 00:36:42 +0000 2020,Agustin Dorce,Dice mi madre que hay un cientifico aleman en Ecuador que tiene la cura para el COVID 19 pero que como es un polvo que cuesta 30 a las grandes farmaceuticas no les sirve Ademas sostiene que YouTube y Facebook dan de baja las publicaciones porque son complices Ustedes bien ,0,,,1
Fri May 22 00:32:20 +0000 2020,Ecuadorinmediato, ATENCION URGENTE Ecuador LoQueNoVeranEnLaPrensa Covid 19 QuedateEnCasa ElPeorGobiernoDeLaHistoria Expertos advierten que se vive una crisis financiera en Ecuador via confirmadonet,-1,,1,
Fri May 22 00:30:06 +0000 2020,Manavision Canal 9, IMPORTANTE Andres de Vera es la parroquia con mas casos de Covid19 en Portoviejo Conozca mas aqui gt gt gt ,0,,,1
Fri May 22 00:29:17 +0000 2020,El Diario - Manabita, IMPORTANTE Andres de Vera es la parroquia con mas casos de Covid19 en Portoviejo segun las cifras oficiales Conozca mas aqui gt gt gt ,0,,,1
Fri May 22 00:24:55 +0000 2020,Hanobis,malditaternura clarincom Las noticias argentinas tan alarmistas como Chile pero la noticia deberia de ser global ALARMA EN LATAM LA PANDEMIA LE ESTA GANANDO LA GUERRA A LOS PAISES SUDAMERICANOS BRASIL PERU Y CHILE 7 a 0 Argentina Colombia y Ecuador 5 a 0 el COVID 19 gana por goleada ,-1,,1,
Fri May 22 00:20:04 +0000 2020,StudioFutbol,21 DE MAYO COVID 19 en Ecuador 35 306 contagiados 2 939 fallecidos ,-1,,1,
Fri May 22 00:18:03 +0000 2020,Reynaldo Ramos Morel,Disfrute un mundo el Conversatorio virtual internacional La contratacion publica de emergencia en epoca de COVID 19 de la Universidad Andina Simon Bolivar de Ecuador con mi profesor Inigo Sanz Rubiales Miriam Ivanega y Juan Fco Diaz Las compras bajo estado de necesidad ,0,,,1
Fri May 22 00:17:25 +0000 2020,Rodrigo Castillo Flores,La concejal de Manta en Ecuador Dra Violeta Avila quien dijo hace aproximadamente dos meses que era mejor comprar naranjas que usar mascarillas para prevenir el contagio de Covid 19 fallecio el 19 de mayo victima de la pandemia ,-1,,1,
Fri May 22 00:17:00 +0000 2020,Gregoria Diaz, 21may A 882 se elevo el total de contagios de Covid 19 en Venezuela De de los 58 casos reportados hoy 36 son procedentes de Brasil 11 Ecuador 11 y Colombia 14 y 22 contrajeron el virus dentro del territorio 6 en comunidades y 16 en puestos de atencion fronteriza ,-1,,1,
Fri May 22 00:10:46 +0000 2020,CNIPN,Te presentamos las acciones articuladas que el CNIPN esta realizando frente a la pandemia del COVID 19 con la finalidad de salvaguardar la integridad de los pueblos y nacionalidades Para mas informacion ingresa en PueblosyNacionalidades ,-1,,1,
Fri May 22 00:07:22 +0000 2020,El Comercio,Mapa del coronavirus en el mundo en tiempo real HOY jueves 21 de mayo del 2020 infectados y muertos ,0,,,1
Fri May 22 00:05:04 +0000 2020,Angel Sinmaleza, Invito a sumarse al Ciclo de Webinar NinezPrimero en Ecuador Y agradezco la oportunidad GPNAYJ de participar como ponente para tratar los Retos en Salud y Educacion en el marco de la pandemia Covid 19 DerechoSaludAN y DerechosNinezAN ,-1,,1,
Thu May 21 23:59:25 +0000 2020,Gustavo Vaca Trigo,Guayas Muertes registradas por TODAS LAS CAUSAS en el Registro Civil cifras de decesos disponibles desde el 12 de marzo al 20 de mayo coronavirus coronavirusEcuador Covid 19 COVID19Ecuador QuedateEnCasa Ecuador Guayas Rstats ,-1,,1,
Thu May 21 23:50:46 +0000 2020,Ecupunto,Cinco pacientes Covid 19 fueron dados de alta en el Hospital Teofilo Davila HTDMACHALA Ecuador covid19 21May ,0,,,1
Thu May 21 23:50:43 +0000 2020,Estudiante,En estos momentos Ecuador vive un fuerte golpe social economico etc con el virus covid 19 tenemos verguenza no de nuestro pais en realidad la verguenza viene de quienes estan al mando quien se supone velan por nuestros derechos de luto por la educacion ,0,,,1
Thu May 21 23:50:23 +0000 2020,Manavision Canal 9, ATENCION Los casos confirmados de COVID19 en todo el mundo superaron los cinco millones segun los datos recopilados por la Universidad Johns Hopkins gt gt ,-1,,1,
Thu May 21 23:48:22 +0000 2020,,Coronavirus en Ecuador Violeta Avila muere concejala que aseguro que no era necesario usar mascarilla para el Covid 19 Manta VIDEO TWITTER EEUU El Comercio Peru ,-1,,1,
Thu May 21 23:45:05 +0000 2020,Nilo Cruz Cuentas,LA REALIDAD A VECES TE DA LECCIONES DEFINITIVAS YoMeQuedoEnCasa ,-1,,1,
Thu May 21 23:41:56 +0000 2020,HablaEcuador,El turismo es un renglon fundamental en la economia de Ecuador sin embargo debido a la pandemia del covid 19 millares de familias santodominguenas se han visto afectadas por la decadencia de la economia del pais ,-1,,1,
Thu May 21 23:37:23 +0000 2020,Marco Sinchi,En el primer trimestre de este ano Ecuador tuvo una mayor cantidad de ingresos que de salidas de divisas segun su Balanza Comercial Fuente Banco Central del Ecuador Foto 1 2 Statistics Covid 19 ,0,,,1
Thu May 21 23:36:33 +0000 2020,Expresate Morona Stg,En Macsa realizan pruebas de covid 19 a personal que esta en la primera linea contra la pandemia via YouTube MoronaSantiago Ecuador,1,1,,
Thu May 21 23:35:02 +0000 2020,ContraOfensivaRev.,La vicepresidenta drodriven2 informo que en las ultimas 24 horas se han registrado 36 casos de Covid 19 importados 14 provenientes de Colombia 11 de Brasil y 11 de Ecuador En total son 58 detectados esta jornada para llegar a 882 de registro total ,-1,,1,
Thu May 21 23:31:00 +0000 2020,MPPEE, EnViVo Informa Vicepresidenta de Venezuela drodriven2 En las ultimas 24 horas hemos registrado 36 casos de Covid 19 importados 14 provenientes de Colombia 11 de Brasil y 11 de Ecuador En total son 58 detectados esta jornada y 882 de registro total en territorio nacional ,0,,,1
Thu May 21 23:30:06 +0000 2020,Al Instante, Loja Casos de Covid 19 en el canton Loja segun la Gobernacion en Loja Ecuador ,-1,,1,
